Code,Carbon Tetrachloride (ODS tonnes),Hydrochlorofluorocarbons (HCFCs) (ODS tonnes),Chlorofluorocarbons (CFCs) (ODS tonnes),Methyl Chloroform (ODS tonnes),Halons (ODS tonnes),ODS emissions
SYC,0.0,0.55,0.0,0.0,0.0,0.55
SLE,0.5,1.2,79.4,0.0,18.9,100.0
SLE,0.5,1.2,79.1,0.0,16.5,97.3
SLE,0.5,1.3,78.4,0.0,15.0,95.2
SLE,0.5,1.3,75.1,0.0,16.9,93.79999999999998
SLE,0.6,1.4,69.9,0.0,16.3,88.2
SLE,0.7,1.5,68.5,0.0,12.6,83.3
SLE,0.9,1.5,67.1,0.0,12.0,81.5
SLE,1.1,2.1,86.7,0.0,18.0,107.9
SLE,1.7,2.2,81.9,0.0,18.0,103.80000000000001
SLE,4.4,1.9,81.0,0.0,12.0,99.3
SLE,1.7,1.8,75.9,0.0,12.0,91.4
SLE,1.7,1.6,75.9,0.0,9.9,89.10000000000001
SLE,0.7,1.9,92.9,0.0,9.0,104.5
SLE,0.2,2.2,80.8,0.0,0.0,83.2
SLE,0.1,2.0,66.3,0.0,15.0,83.39999999999999
SLE,2.4,1.6,64.5,0.0,18.5,87.0
SLE,0.0,1.0,26.2,0.0,0.0,27.2
SLE,0.0,1.4,18.2,0.0,0.0,19.599999999999998
SLE,0.1,1.5,10.4,0.0,0.0,12.0
SLE,0.2,1.4,4.2,0.0,0.0,5.8
SLE,0.1,1.5,6.1,0.0,0.0,7.699999999999999
SLE,0.0,1.8,0.0,0.0,0.0,1.8
SLE,0.0,1.87,0.0,0.0,0.0,1.87
SLE,0.0,2.59,0.0,0.0,0.0,2.59
SLE,0.0,0.84,0.0,0.0,0.0,0.84
SGP,25.3,84.7,679.4,318.7,812.0,1920.1
SGP,,105.3,3166.6,431.3,1151.0,4854.200000000001
SGP,59.4,207.2,1481.6,130.1,938.0,2816.2999999999997
SGP,0.0,213.2,791.6,149.5,0.0,1154.3
SGP,0.0,197.6,773.6,14.4,0.0,985.6
SGP,0.0,128.2,36.8,0.3,0.0,165.3
SGP,0.0,143.1,-178.9,0.0,0.0,-35.80000000000001
SGP,0.0,105.2,16.7,0.0,0.0,121.9
SGP,0.0,209.1,24.1,0.0,0.0,233.2
SGP,0.0,148.3,21.7,0.0,0.0,170.0
SGP,0.0,134.4,21.6,0.0,0.0,156.0
SGP,0.0,144.4,0.9,0.0,0.0,145.3
SGP,0.0,188.6,11.1,0.0,-21.2,178.5
SGP,0.0,192.3,6.6,0.0,0.0,198.9
SGP,0.0,149.0,-0.7,0.0,0.0,148.3
SGP,0.0,329.9,0.0,0.0,0.0,329.9
SGP,0.0,151.8,0.0,0.0,0.0,151.8
SGP,0.0,147.9,0.0,0.0,0.0,147.9
SGP,0.0,226.0,0.0,0.0,0.0,226.0
SGP,0.0,206.2,0.0,0.0,0.0,206.2
SGP,0.0,110.76,0.0,0.0,0.0,110.76
SGP,0.0,168.67,0.0,0.0,0.0,168.67
SGP,0.0,116.3,0.0,0.0,0.0,116.3
SVK,100.1,2.7,1979.2,20.0,,2102.0
SVK,277.0,,608.9,10.7,21.5,918.1
SVK,275.0,,986.1,18.0,20.0,1299.1
SVK,386.5,4.7,229.4,13.7,0.0,634.3000000000001
SVK,0.7,2.8,380.9,6.9,0.0,391.29999999999995
SVK,0.0,1.2,0.0,0.0,0.0,1.2
SVK,0.2,3.1,1.2,0.0,0.0,4.5
SVK,0.1,5.0,1.4,0.0,0.0,6.5
SVK,0.1,2.2,1.4,0.0,0.0,3.7
SVK,0.0,3.3,1.7,0.0,0.0,5.0
SVK,0.0,3.5,3.3,0.0,0.0,6.8
SVK,0.0,3.7,0.8,0.0,0.0,4.5
SVK,0.0,2.9,0.6,0.0,0.0,3.5
SVN,0.0,1.1,2391.4,101.1,,2493.6
SVN,32.0,13.5,343.4,947.2,,1336.1
SVN,21.3,16.7,222.4,892.5,,1152.9
SVN,0.0,1.9,1098.0,88.9,19.0,1207.8000000000002
SVN,0.8,6.2,594.3,80.9,0.0,682.1999999999999
SVN,0.0,10.3,564.2,70.6,-9.0,636.1
SVN,0.1,16.2,353.8,48.6,0.0,418.70000000000005
SVN,-0.6,10.9,1.2,0.0,0.0,11.5
SVN,0.0,8.6,0.4,0.0,0.0,9.0
SVN,0.1,7.3,0.1,0.0,0.0,7.499999999999999
SVN,0.0,5.9,0.1,0.0,0.0,6.0
SVN,0.2,7.3,0.3,0.0,0.0,7.8
SVN,0.1,6.6,2.6,0.0,0.0,9.299999999999999
SVN,0.1,6.0,0.4,0.0,0.0,6.5
SVN,0.2,5.8,0.6,0.0,0.0,6.6
SLB,0.0,0.0,0.0,0.0,0.0,0.0
SLB,0.0,0.5,1.6,0.0,0.0,2.1
SLB,0.0,0.5,1.9,0.0,0.0,2.4
SLB,0.0,1.1,3.4,0.0,0.0,4.5
SLB,0.0,0.0,5.1,0.0,0.0,5.1
SLB,0.0,0.1,0.2,0.0,0.0,0.30000000000000004
SLB,0.0,0.3,2.1,0.0,0.0,2.4
SLB,0.0,0.2,2.0,0.0,0.0,2.2
SLB,0.0,0.0,2.3,0.0,0.0,2.3
SLB,0.0,0.3,0.8,0.0,0.0,1.1
SLB,0.0,0.5,6.2,0.0,0.0,6.7
SLB,0.0,0.5,0.3,0.0,0.0,0.8
SLB,0.0,0.5,0.6,0.0,0.0,1.1
SLB,0.0,5.2,0.5,0.0,0.0,5.7
SLB,0.0,0.2,0.8,0.0,0.0,1.0
SLB,0.0,0.4,1.1,0.0,0.0,1.5
SLB,0.0,0.2,0.9,0.0,0.0,1.1
SLB,0.0,1.0,1.4,0.0,0.0,2.4
SLB,0.0,0.9,0.0,0.0,0.0,0.9
SLB,0.0,1.2,0.0,0.0,0.0,1.2
SLB,0.0,1.6,0.0,0.0,0.0,1.6
SLB,0.0,2.3,0.0,0.0,0.0,2.3
SLB,0.0,2.04,0.0,0.0,0.0,2.04
SLB,0.0,1.62,0.0,0.0,0.0,1.62
SLB,0.0,0.17,0.0,0.0,0.0,0.17
SOM,0.0,0.7,215.1,0.0,67.8,283.59999999999997
SOM,0.0,0.4,205.8,0.0,61.2,267.40000000000003
SOM,0.0,0.1,46.7,0.0,11.4,58.2
SOM,0.0,0.1,20.7,0.0,11.4,32.2
SOM,0.0,0.3,24.7,0.0,13.2,38.2
SOM,0.0,0.5,28.3,0.0,15.0,43.8
SOM,0.0,0.4,241.1,0.0,16.8,258.3
SOM,0.0,0.4,241.3,0.0,17.7,259.40000000000003
SOM,0.0,0.5,241.7,0.0,18.6,260.8
SOM,0.0,0.5,246.9,0.0,19.5,266.9
SOM,0.0,0.6,48.6,0.0,20.4,69.6
SOM,0.0,0.8,65.6,0.0,21.3,87.69999999999999
SOM,0.0,0.9,86.9,0.0,23.4,111.20000000000002
SOM,0.0,1.1,98.5,0.0,24.5,124.1
SOM,0.0,1.2,108.2,0.0,25.7,135.1
SOM,0.0,1.5,97.2,0.0,23.4,122.1
SOM,0.0,3.6,88.2,0.0,20.1,111.9
SOM,0.0,3.9,84.6,0.0,18.8,107.3
SOM,0.0,4.3,79.5,0.0,13.2,97.0
SOM,0.0,4.7,20.0,0.0,0.0,24.7
SOM,0.0,44.9,5.6,0.0,0.0,50.5
SOM,0.0,45.3,0.0,0.0,0.0,45.3
SOM,0.0,45.2,0.0,0.0,0.0,45.2
SOM,0.0,17.63,0.0,0.0,0.0,17.63
SOM,0.0,16.46,0.0,0.0,0.0,16.46
ZAF,8919.5,89.2,10656.0,450.0,3807.0,23921.7
ZAF,10104.5,103.3,6804.5,450.0,1264.0,18726.3
ZAF,,0.0,4795.3,450.0,1121.0,6366.3
ZAF,82.5,63.4,3951.4,448.8,5372.0,9918.1
ZAF,134.2,142.2,4127.4,362.0,1059.0,5824.799999999999
ZAF,53.9,205.1,2416.6,113.7,0.0,2789.2999999999997
ZAF,0.0,152.5,1679.6,60.3,0.0,1892.3999999999999
ZAF,0.0,194.3,0.0,0.0,0.0,194.3
ZAF,0.0,256.9,98.3,0.0,0.0,355.2
ZAF,0.0,260.8,155.1,0.0,0.0,415.9
ZAF,0.0,269.7,117.3,0.0,0.0,387.0
ZAF,0.0,134.7,80.5,0.0,0.0,215.2
ZAF,0.0,111.1,16.0,0.0,0.0,127.1
ZAF,0.0,168.4,86.6,0.0,0.0,255.0
ZAF,0.0,253.7,60.8,0.0,0.0,314.5
ZAF,0.0,173.1,61.8,0.0,0.0,234.89999999999998
ZAF,0.0,209.9,30.0,0.0,0.0,239.9
ZAF,0.0,222.6,0.0,0.0,0.0,222.6
ZAF,0.0,355.0,0.0,0.0,0.0,355.0
ZAF,0.0,209.2,0.0,0.0,0.0,209.2
ZAF,0.0,339.2,0.0,0.0,0.0,339.2
ZAF,0.0,400.1,0.0,0.0,0.0,400.1
ZAF,0.0,301.55,0.0,8.1,0.0,309.65000000000003
ZAF,0.0,345.64,0.0,3.6,0.0,349.24
ZAF,0.0,288.84,0.0,-2.9,0.0,285.94
KOR,10624.9,223.5,24125.6,1056.6,,36030.6
KOR,12868.9,303.1,19605.0,1574.2,7472.0,41823.2
KOR,12868.9,396.9,8727.6,1310.4,2610.0,25913.800000000003
KOR,11811.8,505.0,10069.6,762.2,3074.0,26222.600000000002
KOR,59.4,735.6,10039.0,849.1,3400.0,15083.1
KOR,52.8,1035.8,8220.2,895.4,3684.0,13888.2
KOR,311.3,1160.2,9220.2,617.0,3950.0,15258.7
KOR,190.3,749.9,5298.8,364.3,2162.0,8765.3
KOR,127.6,1248.0,7402.6,600.1,2196.0,11574.300000000001
KOR,1596.1,1318.2,7395.4,575.4,2861.0,13746.1
KOR,-555.5,1143.5,6802.2,593.1,2399.0,10382.3
KOR,710.6,1637.8,6646.6,563.9,2187.0,11745.9
KOR,-57.2,1573.6,5171.6,499.0,2260.0,9447.0
KOR,-983.4,1607.5,5012.2,428.0,1408.0,7472.3
KOR,-437.8,1834.1,2730.0,355.7,855.0,5337.0
KOR,33.0,1655.0,3026.2,279.9,1470.0,6464.099999999999
KOR,38.5,1950.6,1209.6,254.5,1104.0,4557.2
KOR,30.7,1953.6,1114.8,216.3,737.0,4052.4
KOR,19.1,1768.9,1181.3,181.4,1121.6,4272.3
KOR,0.1,2047.1,0.0,66.7,0.0,2113.8999999999996
KOR,0.4,2108.94,0.0,10.0,0.0,2119.34
KOR,0.0,2088.17,0.0,0.0,0.0,2088.17
KOR,0.0,1893.13,0.0,0.0,0.0,1893.13
LKA,0.0,1.6,,0.0,,1.6
LKA,4.3,2.8,209.5,0.2,1.4,218.2
LKA,24.6,2.9,184.8,0.2,2.7,215.2
LKA,19.3,2.7,216.5,0.2,1.7,240.39999999999998
LKA,28.1,2.6,294.0,7.8,0.0,332.5
LKA,21.0,2.6,346.6,7.5,0.0,377.70000000000005
LKA,16.4,7.8,520.5,4.8,0.0,549.5
LKA,43.6,12.8,497.8,3.7,0.0,557.9000000000001
LKA,14.0,15.8,318.5,5.5,0.0,353.8
LKA,46.3,11.1,250.4,3.0,0.0,310.8
LKA,42.5,6.1,216.4,2.0,0.0,267.0
LKA,16.4,6.6,220.3,3.9,0.0,247.20000000000002
LKA,30.1,5.9,190.4,0.0,0.0,226.4
LKA,31.7,8.8,185.0,0.0,0.0,225.5
LKA,23.9,7.0,179.9,0.0,0.0,210.8
LKA,27.4,14.2,155.7,0.0,0.0,197.29999999999998
LKA,3.6,9.7,149.2,0.0,0.0,162.5
LKA,0.0,12.4,105.3,0.0,0.0,117.7
LKA,0.0,15.4,62.2,0.0,0.0,77.60000000000001
LKA,0.0,10.3,0.0,0.0,0.0,10.3
LKA,0.0,13.4,0.0,0.1,0.0,13.5
LKA,0.0,14.3,0.0,0.2,0.0,14.5
LKA,0.0,16.33,0.0,0.0,0.0,16.33
LKA,0.0,18.02,0.0,0.0,0.0,18.02
LKA,0.0,13.37,0.0,0.0,0.0,13.37
SDN,4.4,0.0,501.4,0.1,,505.9
SDN,2.2,0.0,601.0,0.0,3.0,606.2
SDN,1.7,0.0,320.0,0.0,3.0,324.7
SDN,2.2,0.0,338.0,0.0,3.6,343.8
SDN,2.8,0.0,635.0,0.0,0.0,637.8
SDN,2.2,0.0,429.5,0.2,4.5,436.4
SDN,4.3,0.0,306.0,0.0,1.5,311.8
SDN,2.2,0.0,294.5,0.0,0.0,296.7
SDN,2.2,0.0,294.5,0.0,0.0,296.7
SDN,2.2,0.0,291.5,0.0,0.0,293.7
SDN,2.2,0.0,266.0,0.0,0.0,268.2
SDN,2.2,0.0,253.0,0.0,0.0,255.2
SDN,1.1,0.0,216.0,0.0,0.0,217.1
SDN,0.7,37.2,203.0,0.0,0.0,240.9
SDN,0.3,40.1,185.0,0.0,0.0,225.4
SDN,0.0,42.1,120.0,0.0,0.0,162.1
SDN,0.0,43.6,61.0,0.0,0.0,104.6
SDN,0.0,46.2,44.8,0.0,0.0,91.0
SDN,0.0,50.6,21.0,0.0,0.0,71.6
SDN,0.0,54.7,0.0,0.0,0.0,54.7
SDN,0.0,55.0,0.0,0.0,0.0,55.0
SDN,0.0,58.91,0.0,0.0,0.0,58.91
SDN,0.0,51.24,0.0,0.0,0.0,51.24
SUR,0.0,2.5,39.5,0.0,0.0,42.0
SUR,0.0,3.3,39.8,0.0,0.0,43.099999999999994
SUR,0.0,5.0,41.0,0.0,0.0,46.0
SUR,0.0,5.0,41.0,0.0,0.0,46.0
SUR,0.0,5.0,42.0,0.0,0.0,47.0
SUR,0.0,5.0,42.0,0.0,0.0,47.0
SUR,0.0,5.0,43.0,0.0,0.0,48.0
SUR,0.0,5.0,44.0,0.0,0.0,49.0
SUR,0.0,5.0,46.0,0.0,0.0,51.0
SUR,0.0,5.0,46.0,0.0,0.0,51.0
SUR,0.0,0.1,12.3,0.0,0.0,12.4
SUR,0.0,0.4,9.2,0.0,0.0,9.6
SUR,0.0,1.0,7.5,0.0,0.0,8.5
SUR,0.0,1.3,0.1,0.0,0.0,1.4000000000000001
SUR,0.0,2.6,0.1,0.0,0.0,2.7
SUR,0.0,0.7,0.0,0.0,0.0,0.7
SUR,0.0,2.7,0.0,0.0,0.0,2.7
SUR,0.0,1.3,0.0,0.0,0.0,1.3
SUR,0.0,4.01,0.0,0.0,0.0,4.01
SUR,0.0,1.51,0.0,0.0,0.0,1.51
SUR,0.0,1.24,0.0,0.0,0.0,1.24
SWZ,0.0,0.0,10.0,0.0,2.9,12.9
SWZ,0.0,0.3,82.7,0.0,13.2,96.2
SWZ,0.0,11.8,82.7,0.0,0.0,94.5
SWZ,0.0,0.2,35.4,0.0,0.0,35.6
SWZ,0.0,1.0,22.1,0.0,0.0,23.1
SWZ,0.0,0.8,16.3,0.0,0.0,17.1
SWZ,0.0,0.9,2.2,0.0,0.0,3.1
SWZ,0.0,0.8,2.1,0.0,0.0,2.9000000000000004
SWZ,0.0,0.5,0.1,0.0,0.0,0.6
SWZ,0.0,0.3,1.3,0.0,0.0,1.6
SWZ,0.0,0.5,1.2,0.0,0.0,1.7
SWZ,0.0,0.3,1.9,0.0,0.0,2.1999999999999997
SWZ,0.0,0.4,3.1,0.0,0.0,3.5
SWZ,0.0,4.5,1.5,0.0,0.0,6.0
SWZ,0.0,1.0,0.2,0.0,0.0,1.2
SWZ,0.0,5.6,0.0,0.0,0.0,5.6
SWZ,0.0,8.6,0.0,0.0,0.0,8.6
SWZ,0.0,9.5,0.0,0.0,0.0,9.5
SWZ,0.0,5.0,0.0,0.0,0.0,5.0
SWZ,0.0,3.14,0.0,0.0,0.0,3.14
SWZ,0.0,3.74,0.0,0.0,0.0,3.74
SWZ,0.0,1.18,0.0,0.0,0.0,1.18
SWE,176.0,85.7,2552.2,134.0,-320.0,2627.8999999999996
SWE,154.0,114.3,1818.0,139.0,396.0,2621.3
SWE,0.0,108.5,1118.7,145.9,259.0,1632.1000000000001
SWE,0.0,108.5,1159.6,145.9,270.0,1684.0
SWE,103.4,114.3,685.6,65.0,69.0,1037.3
SWE,2.2,108.0,215.4,73.4,6.0,405.0
CHE,4.7,17.9,4023.0,348.3,706.0,5099.9
CHE,0.0,79.4,2186.0,240.0,351.8,2857.2000000000003
CHE,12.1,81.1,1561.7,231.4,16.5,1902.8000000000002
CHE,2.5,75.9,1206.0,142.3,140.0,1566.7
CHE,1.7,74.2,741.3,74.8,42.0,933.9999999999999
CHE,-11.0,57.5,274.8,25.0,20.0,366.3
CHE,4.0,40.1,-43.3,-0.4,0.0,0.40000000000000424
CHE,3.0,38.6,-40.9,0.1,0.0,0.8000000000000028
CHE,1.3,30.8,-28.1,0.2,0.0,4.2
CHE,0.0,22.2,-4.5,0.1,0.0,17.8
CHE,3.6,16.8,-5.8,0.1,0.0,14.700000000000001
CHE,2.2,14.5,-1.6,0.1,0.0,15.2
CHE,3.3,14.3,-3.4,0.0,0.0,14.200000000000001
CHE,2.4,16.5,-9.1,0.1,0.0,9.899999999999999
CHE,2.7,10.9,-19.0,0.1,0.0,-5.299999999999999
CHE,1.9,9.5,-30.0,-0.1,0.0,-18.700000000000003
CHE,0.8,7.5,0.0,0.0,0.0,8.3
CHE,0.6,9.1,0.0,0.0,0.0,9.7
CHE,1.0,9.0,0.0,0.0,0.0,10.0
CHE,2.4,9.6,0.0,0.0,0.0,12.0
CHE,0.6,1.0,0.0,0.0,0.0,1.6
CHE,1.3,0.05,0.0,0.0,0.0,1.35
CHE,0.8,0.0,0.1,0.0,0.0,0.9
CHE,1.4,0.0,0.0,0.0,0.0,1.4
SYR,39.3,0.0,1194.9,0.0,0.0,1234.2
SYR,0.0,0.0,1272.2,0.0,0.0,1272.2
SYR,1.1,0.0,1325.7,0.0,0.0,1326.8
SYR,1.1,0.0,1365.4,0.0,0.0,1366.5
SYR,1.1,0.0,1406.4,0.0,0.0,1407.5
SYR,46.9,17.3,2370.2,0.1,420.0,2854.4999999999995
SYR,38.5,16.5,2260.0,0.2,410.6,2725.7999999999997
SYR,40.7,11.6,2043.7,0.2,420.0,2516.2
SYR,0.0,14.4,1245.6,0.0,409.5,1669.5
SYR,0.0,25.9,1280.7,0.0,412.6,1719.2000000000003
SYR,0.0,20.0,1174.7,0.0,405.5,1600.2
SYR,0.0,30.8,1392.2,0.0,400.8,1823.8
SYR,0.0,10.8,1201.6,0.0,389.0,1601.3999999999999
SYR,0.0,34.6,1124.6,0.0,366.2,1525.3999999999999
SYR,0.0,44.7,928.3,0.0,215.6,1188.6
SYR,0.0,60.2,869.7,0.0,79.0,1008.9000000000001
SYR,0.0,48.8,541.2,0.0,56.0,646.0
SYR,0.0,45.3,282.0,0.0,0.0,327.3
SYR,0.0,96.8,166.0,0.0,0.0,262.8
SYR,0.0,147.2,67.3,0.0,0.0,214.5
SYR,0.0,122.8,44.7,0.0,0.0,167.5
SYR,0.0,176.57,0.0,0.0,0.0,176.57
SYR,0.0,83.18,0.0,0.0,0.0,83.18
SYR,0.0,28.03,0.0,0.0,0.0,28.03
TJK,0.0,0.7,644.4,0.0,0.0,645.1
TJK,0.0,1.1,91.3,0.0,0.0,92.39999999999999
TJK,0.3,0.7,31.7,0.0,0.0,32.7
TJK,0.0,1.2,34.9,0.0,0.0,36.1
TJK,0.1,1.7,48.2,0.0,0.0,50.0
TJK,0.1,1.8,56.3,0.0,0.0,58.199999999999996
TJK,0.1,1.6,50.7,0.0,0.0,52.400000000000006
TJK,0.0,0.7,28.0,0.0,0.0,28.7
TJK,0.0,1.1,28.3,0.0,0.0,29.400000000000002
TJK,0.0,0.8,11.8,0.0,0.0,12.600000000000001
TJK,0.0,1.2,4.7,0.0,0.0,5.9
TJK,0.0,3.1,0.0,0.0,0.0,3.1
TJK,0.0,3.5,0.0,0.0,0.0,3.5
TJK,0.0,3.6,0.0,0.0,0.0,3.6
TJK,0.0,3.8,0.0,0.0,0.0,3.8
TJK,0.0,3.9,0.0,0.0,0.0,3.9
TJK,0.0,2.6,0.0,0.0,0.0,2.6
TJK,0.0,2.8,0.0,0.0,0.0,2.8
TJK,0.0,2.9,0.0,0.0,0.0,2.9
TJK,0.0,3.03,0.0,0.0,0.0,3.03
TJK,0.0,2.28,0.0,0.0,0.0,2.28
TZA,1.0,0.7,88.2,0.0,,89.9
TZA,1.0,1.5,185.3,0.0,0.5,188.3
TZA,1.0,1.7,262.9,0.0,0.5,266.09999999999997
TZA,1.0,2.2,280.4,0.0,0.5,284.09999999999997
TZA,1.1,2.3,293.6,0.0,0.5,297.5
TZA,37.1,0.4,187.7,0.0,0.0,225.2
TZA,0.3,0.0,131.5,0.0,0.0,131.8
TZA,0.0,0.0,88.9,0.0,10.7,99.60000000000001
TZA,0.0,0.0,215.5,0.0,0.0,215.5
TZA,0.0,0.0,131.2,0.0,0.0,131.2
TZA,0.0,0.0,71.5,0.0,0.0,71.5
TZA,0.0,0.0,148.2,0.0,0.0,148.2
TZA,0.0,0.0,98.8,0.0,0.0,98.8
TZA,0.0,5.4,98.9,0.0,0.0,104.30000000000001
TZA,0.0,5.8,54.0,0.0,0.0,59.8
TZA,0.0,7.7,26.5,0.0,0.0,34.2
TZA,0.0,8.4,13.9,0.0,0.0,22.3
TZA,0.0,1.4,10.3,0.0,0.0,11.700000000000001
TZA,0.0,2.0,0.0,0.0,0.0,2.0
TZA,0.0,9.97,0.0,0.0,0.0,9.97
TZA,0.0,9.45,0.0,0.0,0.0,9.45
TZA,0.0,1.64,0.0,0.0,0.0,1.64
THA,68.2,184.4,4595.0,576.6,120.0,5544.200000000001
THA,27.5,192.5,7904.0,715.0,420.0,9259.0
THA,7.9,226.3,9057.2,793.4,388.3,10473.1
THA,7.7,260.9,8053.2,468.8,502.0,9292.599999999999
THA,0.0,242.0,6865.2,294.8,364.3,7766.3
THA,14.3,348.1,8248.0,223.6,293.0,9127.0
THA,6.6,479.1,5550.2,114.1,368.0,6518.0
THA,13.2,546.4,4448.0,104.3,154.0,5265.900000000001
THA,8.8,507.5,3783.0,84.7,154.0,4538.0
THA,6.6,636.8,3610.6,45.5,500.0,4799.5
THA,7.2,791.0,3568.3,33.5,500.0,4900.0
THA,7.2,997.7,3375.1,33.5,500.0,4913.5
THA,0.0,961.8,2177.3,2.9,0.0,3142.0000000000005
THA,0.0,1114.7,1857.0,2.4,0.0,2974.1
THA,0.0,988.8,1358.3,0.0,0.0,2347.1
THA,0.0,900.5,1259.9,0.0,10.9,2171.3
THA,0.0,869.6,453.7,0.0,0.0,1323.3
THA,0.0,873.0,385.6,0.0,0.0,1258.6
THA,0.0,900.5,190.3,0.0,0.0,1090.8
THA,0.0,826.6,141.1,0.0,0.0,967.7
THA,0.0,1028.5,0.0,0.0,0.0,1028.5
THA,0.0,811.34,0.0,0.0,0.0,811.34
THA,0.0,1154.64,0.0,0.0,0.0,1154.64
THA,0.0,863.32,0.0,0.0,0.0,863.32
TLS,0.0,0.0,,0.0,,0.0
TLS,0.4,0.1,36.8,0.1,2.9,40.3
TLS,0.2,0.4,39.0,0.1,1.1,40.800000000000004
TLS,0.1,0.4,32.2,0.1,0.6,33.400000000000006
TLS,0.0,0.4,25.2,0.1,0.0,25.7
TLS,0.0,0.1,23.4,0.1,0.0,23.6
TLS,0.0,0.2,21.4,0.0,0.0,21.599999999999998
TLS,0.0,0.4,2.3,0.0,0.0,2.6999999999999997
TLS,0.0,0.5,0.4,0.0,0.0,0.9
TLS,0.0,0.5,0.0,0.0,0.0,0.5
TLS,0.0,0.15,0.0,0.0,0.0,0.15
TLS,0.0,0.21,0.0,0.0,0.0,0.21
TLS,0.0,0.29,0.0,0.0,0.0,0.29
TGO,0.0,0.5,39.4,0.0,0.0,39.9
TGO,,0.0,48.3,,0.0,48.3
TGO,0.0,0.0,50.4,0.0,0.0,50.4
TGO,0.0,0.0,33.7,0.0,0.0,33.7
TGO,0.0,0.0,35.2,0.0,0.0,35.2
TGO,0.0,0.0,36.7,0.0,0.0,36.7
TGO,0.0,0.0,41.7,0.0,0.0,41.7
TGO,0.0,3.5,37.5,0.0,0.0,41.0
TGO,0.0,3.2,34.7,0.0,0.0,37.900000000000006
TGO,0.0,0.0,35.3,0.0,0.0,35.3
TGO,0.0,4.0,33.7,0.0,0.0,37.7
TGO,0.0,3.7,26.4,0.0,0.0,30.099999999999998
TGO,0.0,3.1,18.6,0.0,0.0,21.700000000000003
TGO,0.0,2.6,10.1,0.0,0.0,12.7
TGO,0.0,4.9,5.0,0.0,0.0,9.9
TGO,0.0,6.2,3.2,0.0,0.0,9.4
TGO,0.0,19.3,1.0,0.0,0.0,20.3
TGO,0.0,20.6,0.0,0.0,0.0,20.6
TGO,0.0,19.14,0.0,0.0,0.0,19.14
TGO,0.0,19.8,0.0,0.0,0.0,19.8
TGO,0.0,18.98,0.0,0.0,0.0,18.98
TON,0.0,0.0,1.8,0.0,,1.8
TON,0.0,0.0,1.8,0.0,0.0,1.8
TON,0.0,0.2,0.9,0.0,0.0,1.1
TON,0.0,0.2,1.2,0.0,0.0,1.4
TON,0.0,0.0,0.0,0.0,0.0,0.0
TON,0.0,0.0,83.4,0.0,0.0,83.4
TON,0.0,0.0,0.5,0.0,0.0,0.5
TON,0.0,0.1,0.7,0.0,0.0,0.7999999999999999
TON,0.0,0.2,0.8,0.0,0.0,1.0
TON,0.0,0.0,0.3,0.0,0.0,0.3
TON,0.0,0.1,0.0,0.0,0.0,0.1
TON,0.0,0.0,0.0,0.0,0.0,0.0
TON,0.0,0.0,0.0,0.0,0.0,0.0
TON,0.0,0.1,0.0,0.0,0.0,0.1
TON,0.0,0.2,0.0,0.0,0.0,0.2
TON,0.0,0.1,0.0,0.0,0.0,0.1
TON,0.0,0.1,0.0,0.0,0.0,0.1
TON,0.0,0.07,0.0,0.0,0.0,0.07
TON,0.0,0.05,0.0,0.0,0.0,0.05
TON,0.0,0.04,0.0,0.0,0.0,0.04
TTO,0.1,1.2,143.3,2.0,61.8,208.40000000000003
TTO,0.1,,137.9,2.0,56.6,196.6
TTO,0.3,0.0,115.6,2.0,50.8,168.7
TTO,0.0,0.0,104.0,2.6,30.5,137.1
TTO,0.0,0.0,96.8,2.6,17.2,116.6
TTO,0.0,3.0,108.6,1.1,45.0,157.7
TTO,0.0,4.1,111.3,1.1,46.0,162.5
TTO,0.0,6.7,114.1,1.1,46.9,168.79999999999998
TTO,0.0,6.9,134.6,1.1,46.9,189.5
TTO,0.0,7.9,155.6,1.1,46.9,211.5
TTO,0.0,10.4,81.7,1.0,5.0,98.10000000000001
TTO,0.0,7.0,101.3,0.0,0.0,108.3
TTO,0.0,10.3,79.2,0.1,0.0,89.6
TTO,0.0,28.2,63.6,0.3,1.1,93.19999999999999
TTO,0.0,11.5,62.5,0.0,0.0,74.0
TTO,0.0,19.7,35.0,0.0,0.0,54.7
TTO,0.0,33.7,18.3,0.0,0.0,52.0
TTO,0.0,69.7,2.9,0.0,0.0,72.60000000000001
TTO,0.0,45.4,0.0,0.0,0.0,45.4
TTO,0.0,56.4,0.0,0.0,0.0,56.4
TTO,0.0,38.0,0.0,0.0,0.0,38.0
TTO,0.0,53.9,0.0,0.0,0.0,53.9
TTO,0.0,34.24,0.0,0.0,0.0,34.24
TTO,0.0,88.5,0.0,0.0,0.0,88.5
TTO,0.0,39.5,0.0,0.0,0.0,39.5
TUN,11.6,5.7,725.0,0.0,12.0,754.3
TUN,0.6,7.2,730.0,1.4,3.0,742.1999999999999
TUN,1.1,7.7,1055.0,1.0,20.0,1084.8
TUN,9.9,0.3,567.6,0.0,69.0,646.8000000000001
TUN,0.3,5.2,581.2,0.0,109.0,695.7
TUN,3.7,5.4,508.1,0.0,0.1,517.3000000000001
TUN,5.5,4.1,758.0,0.0,32.0,799.6
TUN,1.1,7.2,882.0,0.0,116.0,1006.3
TUN,2.2,9.1,970.2,0.1,165.0,1146.6
TUN,4.4,12.4,790.6,0.1,160.0,967.5
