Code,Carbon Tetrachloride (ODS tonnes),Hydrochlorofluorocarbons (HCFCs) (ODS tonnes),Chlorofluorocarbons (CFCs) (ODS tonnes),Methyl Chloroform (ODS tonnes),Halons (ODS tonnes),ODS emissions
TUN,3.3,12.2,566.0,0.1,150.0,731.6
TUN,1.1,16.6,555.0,0.1,42.0,614.8000000000001
TUN,1.1,28.6,570.0,0.0,45.0,644.7
TUN,1.1,29.8,465.8,0.0,45.0,541.7
TUN,0.9,24.5,362.5,0.0,42.0,429.9
TUN,0.4,31.9,271.0,0.0,42.0,345.3
TUN,0.3,30.3,205.0,0.0,39.0,274.6
TUN,0.0,36.2,59.0,0.0,0.0,95.2
TUN,0.0,31.3,17.7,0.0,0.0,49.0
TUN,0.0,40.4,12.2,0.0,0.0,52.599999999999994
TUN,0.0,44.3,16.6,0.0,0.0,60.9
TUN,0.0,37.0,0.0,0.0,0.0,37.0
TUN,0.0,33.9,0.0,0.0,0.0,33.9
TUN,0.0,32.69,0.0,0.0,0.0,32.69
TUN,0.0,32.11,0.0,0.0,0.0,32.11
TUR,242.0,19.8,3131.3,100.0,,3493.1000000000004
TUR,220.5,,3518.6,,621.9,4361.0
TUR,162.8,32.1,4118.4,151.1,164.0,4628.4
TUR,303.6,26.4,4450.9,103.6,166.0,5050.5
TUR,190.3,31.0,2660.8,116.0,172.0,3170.1000000000004
TUR,134.2,61.1,3788.8,113.6,88.0,4185.700000000001
TUR,110.0,58.8,3758.8,172.2,226.0,4325.8
TUR,70.4,93.7,3869.6,8.7,109.0,4151.4
TUR,168.3,143.1,3985.0,45.8,203.0,4545.2
TUR,90.1,171.2,1791.1,44.0,0.0,2096.3999999999996
TUR,56.9,339.8,820.2,22.5,10.0,1249.4
TUR,16.0,205.5,731.2,11.4,147.0,1111.1
TUR,13.2,275.2,698.9,10.8,13.0,1011.0999999999999
TUR,13.2,357.6,440.9,10.8,40.9,863.4
TUR,0.0,493.7,257.6,4.0,22.0,777.3
TUR,2.2,574.9,132.8,5.9,30.0,745.8000000000001
TUR,0.9,849.6,0.2,0.0,30.0,880.7
TUR,0.0,922.9,0.0,0.0,14.3,937.1999999999999
TUR,0.0,762.6,-0.1,0.0,0.0,762.5
TUR,0.0,609.9,0.0,0.0,0.0,609.9
TUR,0.0,493.03,0.0,0.0,0.0,493.03
TUR,-0.5,427.73,0.0,0.0,0.0,427.23
TUR,0.0,318.18,0.0,0.0,0.0,318.18
TUR,0.0,147.02,0.0,0.0,0.0,147.02
TKM,6.3,0.8,170.8,0.0,0.0,177.9
TKM,3.7,0.7,140.8,0.0,0.0,145.20000000000002
TKM,3.3,0.7,96.6,0.0,0.0,100.6
TKM,2.3,0.6,67.1,0.0,0.0,70.0
TKM,1.8,0.5,61.4,0.0,0.0,63.699999999999996
TKM,1.1,0.5,57.0,0.0,0.0,58.6
TKM,0.2,0.5,56.0,0.0,0.0,56.7
TKM,0.0,1.5,29.6,0.0,0.0,31.1
TKM,0.0,0.8,26.4,0.0,0.0,27.2
TKM,0.0,1.2,25.3,0.0,0.0,26.5
TKM,0.0,1.2,18.6,0.0,0.0,19.8
TKM,0.0,2.6,21.0,0.0,0.0,23.6
TKM,0.0,4.4,57.7,0.0,0.0,62.1
TKM,0.0,0.4,10.5,0.0,0.0,10.9
TKM,0.0,1.0,43.4,0.0,0.0,44.4
TKM,0.0,0.8,58.4,0.0,0.0,59.199999999999996
TKM,0.0,3.8,17.9,0.0,0.0,21.7
TKM,0.0,5.6,16.8,0.0,0.0,22.4
TKM,0.0,2.7,5.6,0.0,0.0,8.3
TKM,0.3,8.6,1.2,0.0,0.0,10.1
TKM,0.0,6.9,3.3,0.0,0.0,10.2
TKM,0.0,6.7,0.0,0.0,0.0,6.7
TKM,0.0,5.83,0.0,0.0,0.0,5.83
TKM,0.0,7.73,0.0,0.0,0.0,7.73
TKM,0.0,4.16,0.0,0.0,0.0,4.16
TUV,0.0,0.0,0.3,0.0,0.0,0.3
TUV,0.0,0.0,0.3,0.0,0.0,0.3
TUV,0.0,0.0,0.3,0.0,0.0,0.3
TUV,0.0,0.0,0.3,0.0,0.0,0.3
TUV,0.0,0.0,0.4,0.0,0.0,0.4
TUV,0.0,0.0,0.3,0.0,0.0,0.3
TUV,0.0,0.0,0.3,0.0,0.0,0.3
TUV,0.0,0.0,0.2,0.0,0.0,0.2
TUV,0.0,0.0,0.0,0.0,0.0,0.0
TUV,0.0,0.0,0.0,0.0,0.0,0.0
TUV,0.0,0.0,0.0,0.0,0.0,0.0
TUV,0.0,0.0,0.0,0.0,0.0,0.0
TUV,0.0,0.0,0.0,0.0,0.0,0.0
TUV,0.0,0.0,0.0,0.0,0.0,0.0
TUV,0.0,0.0,0.0,0.0,0.0,0.0
TUV,0.0,0.0,0.0,0.0,0.0,0.0
TUV,0.0,0.0,0.0,0.0,0.0,0.0
TUV,0.0,0.1,0.0,0.0,0.0,0.1
TUV,0.0,0.1,0.0,0.0,0.0,0.1
TUV,0.0,0.01,0.0,0.0,0.0,0.01
TUV,0.0,0.02,0.0,0.0,0.0,0.02
TUV,0.0,0.0,0.0,0.0,0.0,0.0
UGA,0.2,0.0,13.8,0.0,0.0,14.0
UGA,0.1,,14.3,0.0,0.0,14.4
UGA,0.3,0.0,14.6,0.0,0.0,14.9
UGA,,0.0,15.3,,0.5,15.8
UGA,0.3,0.0,16.1,0.0,4.6,21.0
UGA,0.0,0.9,9.2,0.0,0.0,10.1
UGA,0.0,0.9,11.8,0.0,0.0,12.700000000000001
UGA,0.0,1.1,12.8,0.0,0.0,13.9
UGA,0.4,0.0,13.9,0.0,0.0,14.3
UGA,0.4,1.2,11.4,0.0,0.0,13.0
UGA,0.4,1.4,12.2,0.0,0.0,14.0
UGA,0.4,1.5,12.7,0.0,0.0,14.6
UGA,0.4,1.6,13.4,0.0,0.0,15.4
UGA,0.4,1.7,12.7,0.0,0.0,14.799999999999999
UGA,0.3,0.2,4.1,0.0,0.0,4.6
UGA,0.0,0.1,0.2,0.0,0.0,0.30000000000000004
UGA,0.0,0.3,0.2,0.0,0.0,0.5
UGA,0.0,0.0,0.0,0.0,0.0,0.0
UGA,0.0,0.0,0.0,0.0,0.0,0.0
UGA,0.0,0.0,0.0,0.0,0.0,0.0
UGA,0.0,0.0,0.0,0.0,0.0,0.0
UGA,0.0,0.3,0.0,0.0,0.0,0.3
UGA,0.0,0.12,0.0,0.0,0.0,0.12
UGA,0.0,0.05,0.0,0.0,0.0,0.05
UGA,0.0,0.0,0.0,0.0,0.0,0.0
UKR,0.0,37.7,4518.0,0.0,0.0,4555.7
UKR,0.0,37.7,4518.0,0.0,0.0,4555.7
UKR,0.0,37.7,4518.0,0.0,0.0,4555.7
UKR,0.0,20.7,3432.2,0.8,18.0,3471.7
UKR,14.3,8.2,1703.4,0.1,0.0,1726.0
UKR,33.1,12.1,2420.9,4.6,0.0,2470.7
UKR,0.0,30.5,746.3,5.8,0.0,782.5999999999999
UKR,3.3,21.1,1401.0,4.7,63.6,1493.7
UKR,-2178.6,17.4,1404.7,0.2,0.0,-756.2999999999997
UKR,2820.7,13.9,1100.7,0.0,0.0,3935.3
UKR,0.7,4.7,951.2,0.2,0.0,956.8000000000001
UKR,0.0,25.4,838.7,0.0,0.0,864.1
UKR,0.0,23.1,1076.5,0.0,0.0,1099.6
UKR,0.0,25.8,119.7,0.0,0.0,145.5
UKR,0.0,80.4,77.8,0.0,0.0,158.2
UKR,0.0,84.3,80.0,0.0,0.0,164.3
UKR,0.0,80.4,53.1,0.0,0.0,133.5
UKR,0.0,97.3,0.0,0.0,0.0,97.3
UKR,0.0,93.5,0.0,0.0,0.0,93.5
UKR,0.0,75.0,0.0,0.0,0.0,75.0
UKR,0.0,63.5,0.0,0.0,0.0,63.5
UKR,0.0,86.9,0.0,0.0,0.0,86.9
UKR,0.0,93.29,0.0,0.0,0.0,93.29
UKR,0.0,93.29,0.0,0.0,0.0,93.29
UKR,0.0,59.4,0.0,0.0,0.0,59.4
ARE,0.0,30.5,414.0,0.0,392.9,837.4
ARE,0.0,37.1,447.6,0.0,365.5,850.2
ARE,0.0,42.1,521.9,0.0,465.2,1029.2
ARE,0.0,45.0,498.0,0.0,520.7,1063.7
ARE,0.0,46.9,477.9,0.0,536.0,1060.8
ARE,0.0,50.1,425.0,0.0,170.4,645.5
ARE,0.0,55.8,513.8,0.0,147.8,717.3999999999999
ARE,0.0,61.2,511.2,0.0,34.0,606.4
ARE,0.0,86.2,562.8,0.0,44.4,693.4
ARE,0.0,68.1,737.4,0.0,51.3,856.8
ARE,0.0,92.8,529.2,0.0,49.0,671.0
ARE,0.0,105.4,476.2,0.0,44.2,625.8000000000001
ARE,0.0,174.7,423.4,0.0,39.4,637.4999999999999
ARE,0.0,219.2,370.4,0.0,34.6,624.1999999999999
ARE,0.0,264.7,317.5,0.0,29.8,612.0
ARE,0.0,327.4,291.0,0.0,26.9,645.3
ARE,0.0,369.8,264.6,0.0,25.0,659.4000000000001
ARE,0.0,396.5,132.3,0.0,12.3,541.0999999999999
ARE,0.0,426.0,79.4,0.0,7.4,512.8
ARE,0.0,502.9,52.9,0.0,4.9,560.6999999999999
ARE,0.0,530.5,26.5,0.0,2.5,559.5
ARE,0.0,583.6,0.0,0.0,0.0,583.6
ARE,0.0,641.8,0.0,0.0,0.0,641.8
ARE,0.0,692.62,0.0,0.0,0.0,692.62
ARE,0.0,539.4,0.0,0.0,0.0,539.4
USA,11924.0,6357.1,317543.0,25597.3,45694.0,407115.39999999997
USA,7232.5,5559.9,144855.8,22066.2,23980.0,203694.4
USA,39098.4,6720.4,111458.8,17128.7,18075.0,192481.30000000002
USA,2414.5,10813.6,72534.4,4375.6,0.0,90138.1
USA,-17922.3,13881.1,35529.6,4448.8,0.0,35937.200000000004
USA,-10891.0,11227.9,1331.0,298.4,0.0,1966.2999999999997
USA,-27239.8,10736.0,742.5,275.5,0.0,-15485.8
USA,-32358.7,14139.9,2706.0,-4.4,0.0,-15517.200000000003
USA,-12487.2,13851.9,2903.8,241.2,0.0,4509.699999999999
USA,-18660.4,13166.5,2613.0,288.5,0.0,-2592.4000000000015
USA,818.4,12094.9,2805.2,5.9,0.0,15724.4
USA,-2182.4,13978.5,1357.2,2.4,0.0,13155.7
USA,-568.7,7327.3,1605.2,1.9,0.0,8365.7
USA,9.4,6280.2,1153.6,11.1,0.0,7454.299999999999
USA,-1718.2,6769.8,1496.6,0.0,0.0,6548.200000000001
USA,7.4,6204.9,752.7,0.0,0.0,6964.999999999999
USA,-222.3,6281.7,-68.6,-50.3,-1.3,5939.199999999999
USA,-412.4,5652.1,-569.2,-26.0,-224.4,4420.100000000001
USA,-193.2,3396.0,-223.6,-44.8,-12.5,2921.9
USA,-953.9,2431.1,-661.8,-96.6,-19.7,699.0999999999998
USA,-252.3,2338.58,-1374.6,-117.1,-12.9,581.6799999999998
USA,-317.5,1457.1,-1050.3,-116.8,-60.6,-88.10000000000005
USA,-429.2,1640.78,-498.6,-22.6,-2.6,687.7799999999999
URY,27.5,8.3,531.4,0.8,,567.9999999999999
URY,27.5,8.3,416.2,0.0,9.5,461.5
URY,5.8,4.8,304.6,0.5,3.3,319.00000000000006
URY,0.1,7.6,223.0,0.1,4.5,235.29999999999998
URY,5.5,8.5,311.8,0.1,0.0,325.90000000000003
URY,9.2,2.3,232.0,0.0,0.0,243.5
URY,0.4,11.9,172.1,0.0,0.0,184.4
URY,0.4,13.6,193.1,0.0,0.0,207.1
URY,0.3,13.3,194.0,0.0,0.0,207.6
URY,0.2,9.8,111.4,0.0,0.0,121.4
URY,0.6,10.1,106.8,0.0,0.0,117.5
URY,0.3,11.6,102.3,0.0,0.0,114.2
URY,0.4,7.6,75.2,0.0,0.0,83.2
URY,0.3,9.0,111.4,0.0,0.0,120.7
URY,0.3,13.0,90.9,0.0,0.0,104.2
URY,0.0,12.9,97.6,0.0,0.0,110.5
URY,0.0,15.7,81.9,0.0,0.0,97.60000000000001
URY,0.0,18.0,29.3,0.0,0.0,47.3
URY,0.0,19.1,26.4,0.0,0.0,45.5
URY,0.0,22.0,6.4,0.0,0.0,28.4
URY,0.0,24.7,0.0,0.0,0.0,24.7
URY,0.0,17.62,0.0,0.0,0.0,17.62
URY,0.0,28.05,0.0,0.0,0.0,28.05
URY,0.0,15.47,0.0,0.0,0.0,15.47
UZB,75.8,6.0,2454.5,1.0,,2537.3
UZB,43.2,6.4,585.3,0.2,40.6,675.7
UZB,9.6,5.7,250.1,13.3,0.0,278.7
UZB,7.9,2.7,293.8,0.0,0.0,304.40000000000003
UZB,11.5,2.2,260.3,0.4,0.0,274.4
UZB,2.8,2.1,53.0,0.0,0.0,57.9
UZB,0.0,0.3,119.8,0.0,0.0,120.1
UZB,0.0,0.3,52.8,0.0,0.0,53.099999999999994
UZB,0.4,2.1,41.7,0.0,0.0,44.2
UZB,2.2,0.6,15.3,0.0,0.0,18.1
UZB,0.0,0.8,0.0,0.0,0.0,0.8
UZB,0.0,2.3,0.0,0.0,0.0,2.3
UZB,0.0,1.8,0.0,0.0,0.0,1.8
UZB,0.0,3.5,0.0,0.0,0.0,3.5
UZB,0.0,3.8,0.0,0.0,0.0,3.8
UZB,0.0,0.1,0.0,0.0,0.0,0.1
UZB,0.0,2.3,0.0,0.0,0.0,2.3
UZB,0.0,1.8,0.0,0.0,0.0,1.8
UZB,0.0,0.9,0.0,0.0,0.0,0.9
UZB,0.0,4.14,0.0,0.0,0.0,4.14
UZB,0.0,2.44,0.0,0.0,0.0,2.44
UZB,0.0,4.58,0.0,0.0,0.0,4.58
VUT,0.0,0.0,0.0,0.0,0.0,0.0
VUT,0.0,0.0,0.0,0.0,0.0,0.0
VUT,0.0,0.0,0.0,0.0,0.0,0.0
VUT,0.0,0.0,0.0,0.0,0.0,0.0
VUT,0.0,0.0,0.0,0.0,0.0,0.0
VUT,0.0,0.0,0.0,0.0,0.0,0.0
VUT,0.0,0.0,0.0,0.0,0.0,0.0
VUT,0.0,0.0,0.0,0.0,0.0,0.0
VUT,0.0,0.0,0.0,0.0,0.0,0.0
VUT,0.0,0.0,0.0,0.0,0.0,0.0
VUT,0.0,0.0,0.0,0.0,0.0,0.0
VUT,0.0,0.0,0.0,0.0,0.0,0.0
VUT,0.0,0.1,0.0,0.0,0.0,0.1
VUT,0.0,0.3,0.3,0.0,0.0,0.6
VUT,0.0,0.3,0.7,0.0,0.0,1.0
VUT,0.0,0.1,0.0,0.0,0.0,0.1
VUT,0.0,0.5,0.0,0.0,0.0,0.5
VUT,0.0,0.08,0.0,0.0,0.0,0.08
VUT,0.0,0.06,0.0,0.0,0.0,0.06
VUT,0.0,0.06,0.0,0.0,0.0,0.06
VAT,0.0,0.2,0.0,0.0,,0.2
VAT,0.0,0.1,0.0,0.0,0.0,0.1
VAT,0.0,0.0,0.0,0.0,0.0,0.0
VAT,0.0,0.0,0.0,0.0,0.0,0.0
VAT,0.0,0.02,0.0,0.0,0.0,0.02
VAT,0.0,0.0,0.0,0.0,0.0,0.0
VAT,0.0,0.0,0.0,0.0,0.0,0.0
VEN,62.0,74.3,3450.6,22.4,282.0,3891.3
VEN,1119.5,78.1,3343.1,101.9,166.0,4808.599999999999
VEN,0.0,94.6,3786.5,137.5,243.9,4262.5
VEN,79.0,100.0,4070.8,110.1,302.0,4661.900000000001
VEN,15.1,102.1,3624.1,80.3,50.1,3871.7
VEN,22.0,77.9,3092.9,39.2,40.0,3272.0
VEN,1707.8,93.5,3220.0,43.3,0.0,5064.6
VEN,1.1,75.4,3040.9,11.7,0.0,3129.1
VEN,9.2,112.1,3703.9,6.9,0.0,3832.1000000000004
VEN,0.0,66.7,3213.9,3.5,0.0,3284.1
VEN,3321.5,69.5,1922.1,3.5,0.0,5316.6
VEN,0.0,192.2,2705.9,7.0,0.0,2905.1
VEN,0.0,242.4,2546.2,0.0,0.0,2788.6
VEN,0.0,98.5,1552.8,1.7,0.0,1653.0
VEN,0.0,75.3,1313.5,1.9,0.0,1390.7
VEN,0.0,229.6,2944.6,0.0,0.0,3174.2
VEN,0.0,102.5,1841.8,1.7,0.0,1946.0
VEN,-140.3,124.9,2641.8,0.0,0.0,2626.4
VEN,0.0,260.4,-114.4,0.0,0.0,145.99999999999997
VEN,0.0,148.5,-15.0,0.0,0.0,133.5
VEN,0.0,216.2,-50.9,0.0,0.0,165.29999999999998
VEN,0.0,197.7,0.0,0.0,0.0,197.7
VEN,0.0,165.07,0.0,0.0,0.0,165.07
VEN,0.0,246.14,0.0,0.0,0.0,246.14
VEN,0.0,139.89,0.0,0.0,0.0,139.89
VNM,0.2,6.6,303.4,0.0,24.0,334.2
VNM,0.4,0.0,380.0,0.1,12.0,392.5
VNM,0.6,44.4,480.0,0.1,22.0,547.1
VNM,0.6,39.7,520.0,0.1,23.2,583.6
VNM,1.3,42.6,500.0,0.1,66.0,610.0
VNM,1.5,45.4,392.0,0.1,78.0,517.0
VNM,1.7,37.4,293.9,0.2,76.0,409.2
VNM,1.7,36.5,220.0,0.2,33.0,291.4
VNM,0.0,59.7,243.0,0.0,0.0,302.7
VNM,0.2,66.1,235.5,0.0,97.6,399.4
VNM,0.0,104.5,243.7,0.0,0.0,348.2
VNM,0.0,120.7,241.0,0.0,0.0,361.7
VNM,0.1,130.2,234.8,0.0,0.0,365.1
VNM,0.0,156.4,148.7,0.0,0.0,305.1
VNM,0.0,168.0,37.8,0.0,0.0,205.8
VNM,0.0,173.7,20.4,0.0,0.0,194.1
VNM,0.0,207.5,8.0,0.0,0.0,215.5
VNM,0.0,234.9,0.0,0.0,0.0,234.9
VNM,0.0,223.27,0.0,0.0,0.0,223.27
VNM,0.0,199.93,0.0,0.0,0.0,199.93
VNM,0.0,202.85,0.0,0.0,0.0,202.85
YEM,0.0,20.5,,0.4,,20.9
YEM,0.0,34.0,2350.2,0.4,142.0,2526.6
YEM,0.0,35.2,1673.7,0.5,159.0,1868.4
YEM,0.0,37.1,1364.4,0.6,119.0,1521.1
YEM,0.0,38.3,1060.8,0.9,116.0,1216.0
YEM,0.0,38.9,1040.7,1.0,100.5,1181.1000000000001
YEM,0.0,40.1,1045.0,0.8,107.5,1193.3999999999999
YEM,8.3,47.0,1023.4,0.0,92.1,1170.8
YEM,0.0,50.1,959.9,0.8,72.2,1083.0
YEM,0.0,53.5,758.6,0.2,11.5,823.8000000000001
YEM,0.0,62.7,746.4,0.1,5.6,814.8000000000001
YEM,0.0,69.5,710.5,0.0,0.3,780.3
YEM,0.0,102.7,394.7,0.0,1.2,498.59999999999997
YEM,0.0,122.4,268.7,0.0,0.7,391.8
YEM,0.0,152.9,247.7,0.0,0.6,401.20000000000005
YEM,0.0,157.8,130.6,0.0,1.2,289.59999999999997
YEM,0.0,158.59,0.0,0.0,0.0,158.59
YEM,0.0,71.88,0.0,0.0,0.0,71.88
YEM,0.0,101.94,0.0,0.0,0.0,101.94
YEM,0.0,116.16,0.0,0.0,0.0,116.16
ZMB,0.0,0.0,22.3,0.0,0.0,22.3
ZMB,0.0,0.0,34.6,0.0,0.0,34.6
ZMB,1.5,1.0,24.1,0.1,0.0,26.700000000000003
ZMB,3.5,1.0,25.4,0.4,0.0,30.299999999999997
ZMB,0.6,1.3,37.8,0.3,0.0,39.99999999999999
ZMB,0.1,0.7,23.0,0.0,0.0,23.8
ZMB,0.5,0.8,30.4,0.2,0.0,31.9
ZMB,1.4,0.8,28.7,0.0,0.0,30.9
ZMB,0.5,0.9,26.7,0.1,0.0,28.2
ZMB,1.1,1.0,24.3,0.1,0.0,26.500000000000004
ZMB,0.4,1.0,23.3,0.0,0.0,24.7
ZMB,0.2,0.5,11.8,0.0,0.0,12.5
ZMB,0.0,0.8,10.6,0.0,0.0,11.4
ZMB,0.0,0.8,10.4,0.0,0.0,11.200000000000001
ZMB,0.0,0.8,10.0,0.0,0.0,10.8
ZMB,0.0,0.8,9.5,0.0,0.0,10.3
ZMB,0.0,0.7,6.6,0.0,0.0,7.3
ZMB,0.0,0.7,4.1,0.0,0.0,4.8
ZMB,0.0,0.7,2.0,0.0,0.0,2.7
ZMB,0.0,0.7,0.0,0.0,0.0,0.7
ZMB,0.0,9.2,0.0,0.0,0.0,9.2
ZMB,0.0,9.23,0.0,0.0,0.0,9.23
ZMB,0.0,8.8,0.0,0.0,0.0,8.8
ZMB,0.0,4.99,0.0,0.0,0.0,4.99
ZWE,0.0,18.7,475.6,0.0,,494.3
ZWE,0.0,1.5,217.8,0.0,97.0,316.3
ZWE,0.0,18.7,475.6,0.0,36.0,530.3
ZWE,0.0,19.0,462.1,0.0,4.5,485.6
ZWE,0.0,20.5,456.6,0.0,0.0,477.1
ZWE,33.6,3.3,435.4,0.0,0.0,472.29999999999995
ZWE,33.6,6.8,390.2,0.0,0.0,430.59999999999997
ZWE,0.0,0.1,229.1,0.0,0.0,229.2
ZWE,1.1,8.1,145.0,0.0,0.0,154.2
ZWE,17.6,15.4,259.4,0.1,0.0,292.5
ZWE,10.3,4.1,129.1,0.0,0.0,143.5
ZWE,9.1,3.4,117.5,0.0,0.0,130.0
ZWE,2.6,3.6,112.9,0.0,0.1,119.2
ZWE,0.0,7.9,49.0,0.0,0.0,56.9
ZWE,0.0,9.6,63.0,0.0,0.0,72.6
ZWE,0.0,16.4,54.3,0.0,0.0,70.69999999999999
ZWE,0.0,8.7,7.0,0.0,0.0,15.7
ZWE,0.0,17.1,2.7,0.0,0.0,19.8
ZWE,0.0,18.5,0.0,0.0,0.0,18.5
ZWE,0.0,19.82,0.0,0.0,0.0,19.82
ZWE,0.0,16.2,0.0,0.0,0.0,16.2
ZWE,0.0,15.76,0.0,0.0,0.0,15.76
